Superficie,Referencia,Fecha Alta,Tipo,Operación,Provincia,Precio Venta,Fecha Venta,Vendedor
180,725,2004-09-13,Oficina,Alquiler,Barcelona,901980,2005-02-07,Carmen
51,810,2004-10-15,Industrial,Venta,Barcelona,334305,2005-09-25,Carmen
175,843,2004-10-30,Casa,Venta,Barcelona,1712725,2005-03-12,Carmen
151,927,2004-11-25,Suelo,Alquiler,Barcelona,709700,2005-03-16,Carmen
65,951,2004-12-06,Oficina,Venta,Barcelona,307255,2005-10-11,Carmen
212,982,2004-12-19,Casa,Alquiler,Barcelona,1588940,2005-08-29,Carmen
172,1024,2005-01-03,Piso,Alquiler,Barcelona,1615424,2005-11-19,Carmen
251,1054,2005-01-14,Oficina,Alquiler,Barcelona,2138771,2005-05-15,Carmen
254,1078,2005-01-24,Oficina,Alquiler,Barcelona,1850644,2005-11-28,Carmen
180,1081,2005-01-24,Piso,Alquiler,Barcelona,1128420,2005-10-13,Carmen
168,1089,2005-01-27,Industrial,Venta,Barcelona,1081248,2005-06-01,Carmen
139,1094,2005-02-01,Piso,Venta,Barcelona,1187477,2005-05-31,Carmen
58,1130,2005-02-15,Casa,Alquiler,Barcelona,444338,2005-06-04,Carmen
156,1131,2005-02-15,Parking,Venta,Barcelona,795912,2006-01-06,Carmen
257,1138,2005-02-16,Casa,Venta,Barcelona,1066550,2005-09-23,Carmen
254,1143,2005-02-17,Suelo,Alquiler,Barcelona,1394206,2005-05-28,Carmen
256,1144,2005-02-17,Suelo,Alquiler,Barcelona,2176768,2006-02-13,Carmen
158,1151,2005-02-18,Local,Venta,Barcelona,1308398,2006-02-05,Carmen
292,1154,2005-02-20,Piso,Alquiler,Barcelona,2865688,2005-08-21,Carmen
298,1158,2005-02-20,Oficina,Venta,Barcelona,2436448,2005-08-13,Carmen
255,1189,2005-03-03,Piso,Alquiler,Barcelona,1471605,2005-10-11,Carmen
239,1193,2005-03-04,Casa,Alquiler,Barcelona,1320236,2005-08-03,Carmen
143,1212,2005-03-10,Casa,Venta,Barcelona,1246960,2005-09-28,Carmen
150,1251,2005-03-23,Local,Alquiler,Barcelona,730350,2005-06-28,Carmen
71,1300,2005-04-09,Suelo,Venta,Barcelona,309702,2005-08-09,Carmen
73,1325,2005-04-19,Piso,Alquiler,Barcelona,563122,2005-10-25,Carmen
152,1326,2005-04-19,Industrial,Alquiler,Barcelona,651472,2005-09-13,Carmen
273,1328,2005-04-20,Parking,Alquiler,Barcelona,2306031,2005-09-25,Carmen
194,1342,2005-04-25,Parking,Venta,Barcelona,1698664,2006-03-20,Carmen
269,1343,2005-04-25,Suelo,Alquiler,Barcelona,2292149,2006-01-22,Carmen
50,1346,2005-04-25,Local,Alquiler,Barcelona,333650,2005-12-16,Carmen
286,1372,2005-05-04,Industrial,Venta,Barcelona,2633774,2005-09-01,Carmen
179,1415,2005-05-21,Suelo,Alquiler,Barcelona,896969,2005-09-14,Carmen
40,1522,2005-06-29,Suelo,Venta,Barcelona,306120,2005-11-24,Carmen
127,1571,2005-07-18,Casa,Venta,Barcelona,583692,2006-01-11,Carmen
165,1603,2005-07-28,Piso,Alquiler,Barcelona,687720,2006-02-20,Carmen
260,1605,2005-07-30,Casa,Alquiler,Barcelona,1301560,2005-12-29,Carmen
119,1649,2005-08-14,Local,Venta,Barcelona,906780,2005-11-21,Carmen
158,1696,2005-08-31,Industrial,Venta,Barcelona,1473982,2006-08-29,Carmen
299,1711,2005-09-08,Local,Venta,Barcelona,1424436,2006-01-17,Carmen
218,1718,2005-09-09,Local,Venta,Barcelona,1911424,2006-07-22,Carmen
254,1720,2005-09-10,Local,Venta,Barcelona,1668526,2005-12-29,Carmen
140,1733,2005-09-13,Industrial,Venta,Barcelona,864080,2006-02-08,Carmen
158,1802,2005-10-07,Oficina,Venta,Barcelona,909606,2006-06-19,Carmen
64,1810,2005-10-11,Industrial,Venta,Barcelona,480384,2006-05-15,Carmen
276,1840,2005-10-22,Suelo,Alquiler,Barcelona,1544496,2006-05-12,Carmen
238,1962,2005-12-11,Suelo,Venta,Barcelona,2203166,2006-05-01,Carmen
165,1976,2005-12-17,Local,Venta,Barcelona,1393095,2006-12-15,Carmen
179,2029,2006-01-03,Local,Alquiler,Barcelona,1176209,2006-06-29,Carmen
267,2076,2006-01-17,Piso,Venta,Barcelona,1074675,2006-10-20,Carmen
123,2078,2006-01-17,Oficina,Alquiler,Barcelona,609342,2006-05-10,Carmen
95,2125,2006-02-01,Casa,Venta,Barcelona,650750,2006-09-24,Carmen
64,2196,2006-02-22,Oficina,Alquiler,Barcelona,319616,2006-07-06,Carmen
281,2207,2006-02-28,Casa,Venta,Barcelona,2577332,2006-07-03,Carmen
177,2234,2006-03-08,Oficina,Alquiler,Barcelona,1191033,2006-06-27,Carmen
143,2248,2006-03-13,Casa,Venta,Barcelona,616044,2007-01-19,Carmen
63,2250,2006-03-14,Industrial,Alquiler,Barcelona,343602,2006-10-16,Carmen
180,2305,2006-04-04,Casa,Alquiler,Barcelona,1071720,2007-03-31,Carmen
234,2314,2006-04-07,Suelo,Alquiler,Barcelona,1475136,2006-09-18,Carmen
89,2325,2006-04-10,Parking,Alquiler,Barcelona,711199,2006-08-21,Carmen
189,2336,2006-04-14,Industrial,Alquiler,Barcelona,1192401,2007-03-20,Carmen
233,2379,2006-05-02,Piso,Venta,Barcelona,1220454,2007-04-18,Carmen
188,2385,2006-05-03,Industrial,Alquiler,Barcelona,1769644,2007-02-23,Carmen
232,2432,2006-05-22,Local,Alquiler,Barcelona,1699168,2006-08-27,Carmen
260,2469,2006-06-04,Casa,Venta,Barcelona,1616680,2007-04-25,Carmen
149,2496,2006-06-11,Piso,Venta,Barcelona,701492,2006-11-02,Carmen
281,2529,2006-06-24,Suelo,Alquiler,Barcelona,1521615,2007-04-19,Carmen
275,2554,2006-07-04,Industrial,Alquiler,Barcelona,2415325,2006-12-17,Carmen
93,2570,2006-07-10,Parking,Venta,Barcelona,512430,2007-04-28,Carmen
110,2653,2006-08-13,Parking,Venta,Barcelona,643060,2006-12-24,Carmen
192,2657,2006-08-14,Oficina,Alquiler,Barcelona,1622400,2006-11-16,Carmen
41,2675,2006-08-23,Piso,Venta,Barcelona,219145,2006-12-21,Carmen
164,2745,2006-09-19,Oficina,Venta,Barcelona,1040252,2007-01-02,Carmen
110,2760,2006-09-25,Piso,Alquiler,Barcelona,641080,2007-01-31,Carmen
292,2813,2006-10-17,Industrial,Venta,Barcelona,1905300,2007-03-12,Carmen
285,2850,2006-10-31,Parking,Venta,Barcelona,1638750,2007-05-04,Carmen
136,2873,2006-11-07,Industrial,Venta,Barcelona,1262624,2007-03-27,Carmen
