Superficie,Referencia,Fecha Alta,Tipo,Operación,Provincia,Precio Venta,Fecha Venta,Vendedor
251,162,2004-03-05,Piso,Alquiler,Lleida,1361675,2004-08-16,Jesús
266,163,2004-03-05,Local,Venta,Tarragona,1161090,2004-11-23,Carmen
287,164,2004-03-05,Oficina,Alquiler,Girona,1395681,2004-09-13,Carmen
104,165,2004-03-05,Industrial,Venta,Tarragona,1001104,2004-10-11,Luisa
250,166,2004-03-06,Oficina,Venta,Tarragona,2275500,2004-07-29,Luisa
169,167,2004-03-06,Parking,Venta,Girona,1370759,2005-01-14,Luisa
221,168,2004-03-06,Suelo,Venta,Lleida,1842035,2004-10-15,Joaquín
286,169,2004-03-07,Industrial,Alquiler,Barcelona,2080078,2004-07-14,Jesús
144,171,2004-03-08,Suelo,Venta,Girona,1358640,2004-11-13,Joaquín
268,173,2004-03-09,Oficina,Venta,Girona,2400476,2005-03-08,Joaquín
143,174,2004-03-09,Piso,Alquiler,Lleida,1131416,2004-08-25,Joaquín
193,176,2004-03-10,Industrial,Alquiler,Lleida,1658835,2004-08-30,Jesús
148,177,2004-03-11,Suelo,Venta,Tarragona,1431012,2004-09-01,Jesús
201,180,2004-03-12,Suelo,Alquiler,Tarragona,1874928,2004-06-21,Jesús
162,182,2004-03-13,Local,Alquiler,Tarragona,1323054,2004-08-25,Joaquín
231,183,2004-03-14,Local,Alquiler,Girona,1446522,2004-09-02,Carmen
273,184,2004-03-14,Suelo,Venta,Tarragona,1447992,2004-10-24,Pedro
265,185,2004-03-15,Industrial,Venta,Barcelona,2109930,2004-08-27,María
160,189,2004-03-17,Parking,Venta,Girona,1261600,2004-10-25,Jesús
281,196,2004-03-20,Piso,Alquiler,Barcelona,1336717,2004-11-10,Carmen
281,200,2004-03-22,Parking,Venta,Tarragona,2108343,2004-09-26,Pedro
247,201,2004-03-22,Parking,Venta,Girona,1050985,2004-11-09,Pedro
274,205,2004-03-23,Local,Venta,Girona,2002392,2004-12-04,Luisa
250,206,2004-03-23,Piso,Alquiler,Lleida,2253500,2005-02-21,Joaquín
134,207,2004-03-23,Piso,Alquiler,Lleida,1338124,2004-08-19,Luisa
156,208,2004-03-23,Casa,Venta,Lleida,1369680,2004-09-27,Pedro
167,209,2004-03-24,Parking,Venta,Lleida,1643948,2004-09-21,María
206,210,2004-03-24,Oficina,Alquiler,Lleida,1297594,2005-03-03,Carmen
269,211,2004-03-25,Parking,Alquiler,Barcelona,2134246,2004-08-11,Carmen
223,213,2004-03-26,Suelo,Alquiler,Lleida,1932518,2005-01-19,Pedro
163,214,2004-03-26,Industrial,Venta,Girona,1385011,2004-08-26,Carmen
214,215,2004-03-27,Parking,Alquiler,Girona,1219158,2004-07-13,Pedro
263,216,2004-03-27,Industrial,Venta,Tarragona,1494892,2005-02-02,María
216,217,2004-03-28,Industrial,Alquiler,Lleida,1398600,2004-11-03,Luisa
209,220,2004-03-30,Industrial,Alquiler,Lleida,1042283,2004-09-17,Jesús
192,224,2004-03-31,Oficina,Venta,Tarragona,1032000,2004-08-21,Luisa
152,225,2004-04-01,Parking,Alquiler,Barcelona,1069320,2004-12-15,Jesús
182,226,2004-04-01,Local,Alquiler,Tarragona,1133132,2004-08-29,Joaquín
179,227,2004-04-01,Casa,Venta,Lleida,1670965,2004-09-09,Luisa
211,228,2004-04-01,Local,Venta,Girona,2010619,2004-11-12,Jesús
186,230,2004-04-02,Oficina,Alquiler,Tarragona,1382166,2005-03-01,Pedro
212,232,2004-04-03,Oficina,Venta,Tarragona,1479548,2004-11-03,María
246,233,2004-04-03,Local,Alquiler,Girona,1362348,2004-10-05,Joaquín
230,234,2004-04-03,Suelo,Venta,Girona,1722700,2005-03-26,Carmen
226,236,2004-04-03,Industrial,Venta,Girona,2104286,2004-08-26,Carmen
262,237,2004-04-05,Piso,Venta,Tarragona,1748850,2004-10-07,Pedro
268,239,2004-04-05,Piso,Alquiler,Lleida,2338032,2005-01-02,Pedro
164,240,2004-04-06,Parking,Venta,Barcelona,1298716,2004-12-03,Luisa
260,241,2004-04-06,Local,Venta,Lleida,2038660,2004-07-26,Carmen
298,243,2004-04-07,Local,Venta,Lleida,1870546,2005-03-31,Luisa
284,244,2004-04-07,Local,Alquiler,Tarragona,1431076,2004-12-22,María
239,245,2004-04-08,Casa,Venta,Barcelona,1176597,2004-07-07,Joaquín
287,246,2004-04-09,Local,Venta,Girona,1936102,2005-04-08,Jesús
159,247,2004-04-09,Industrial,Alquiler,Barcelona,1582527,2004-12-09,Jesús
223,249,2004-04-09,Industrial,Venta,Tarragona,2026401,2004-12-13,Joaquín
124,251,2004-04-09,Suelo,Venta,Lleida,1130632,2005-01-22,Pedro
168,252,2004-04-09,Parking,Alquiler,Lleida,1622040,2004-10-15,María
238,256,2004-04-10,Industrial,Venta,Girona,1620304,2004-10-05,Carmen
261,257,2004-04-11,Suelo,Alquiler,Lleida,1220697,2005-02-09,Carmen
242,258,2004-04-11,Suelo,Alquiler,Barcelona,1099648,2005-02-13,María
138,259,2004-04-11,Parking,Venta,Tarragona,1183212,2005-02-26,Luisa
258,260,2004-04-12,Piso,Alquiler,Tarragona,1750014,2004-12-09,Luisa
201,261,2004-04-12,Casa,Alquiler,Lleida,1107108,2005-04-07,Joaquín
181,262,2004-04-12,Casa,Alquiler,Barcelona,1449629,2004-09-14,Luisa
244,263,2004-04-13,Oficina,Alquiler,Barcelona,1006988,2004-08-06,María
258,264,2004-04-14,Parking,Alquiler,Tarragona,1770912,2005-03-02,Jesús
216,266,2004-04-14,Parking,Alquiler,Tarragona,1125792,2004-09-16,Jesús
204,267,2004-04-14,Casa,Venta,Girona,1291116,2004-09-27,Carmen
223,270,2004-04-15,Parking,Alquiler,Tarragona,1342906,2004-10-31,Joaquín
237,271,2004-04-15,Local,Alquiler,Lleida,1093281,2005-01-02,Jesús
270,272,2004-04-15,Suelo,Venta,Lleida,2409210,2004-09-03,Carmen
113,274,2004-04-15,Piso,Alquiler,Lleida,1102880,2005-03-17,Jesús
193,275,2004-04-16,Local,Alquiler,Girona,1079449,2004-11-20,Pedro
110,276,2004-04-17,Oficina,Alquiler,Girona,1039500,2004-11-17,Pedro
209,277,2004-04-17,Parking,Venta,Barcelona,2038586,2005-01-06,Jesús
244,279,2004-04-18,Suelo,Venta,Girona,1414956,2005-02-26,María
258,281,2004-04-18,Oficina,Venta,Girona,1081278,2005-04-13,Carmen
285,282,2004-04-18,Casa,Venta,Girona,2534505,2004-12-28,Jesús
137,283,2004-04-18,Oficina,Alquiler,Tarragona,1336298,2004-11-27,Pedro
262,284,2004-04-19,Suelo,Alquiler,Girona,2404898,2004-10-20,Luisa
225,287,2004-04-19,Industrial,Alquiler,Barcelona,1360800,2004-07-22,Jesús
227,290,2004-04-20,Oficina,Alquiler,Girona,1437818,2005-03-27,Jesús
295,291,2004-04-21,Casa,Alquiler,Tarragona,1877675,2004-09-11,Pedro
235,296,2004-04-22,Parking,Alquiler,Barcelona,1773780,2005-03-28,Pedro
288,297,2004-04-23,Suelo,Alquiler,Girona,2699136,2004-07-28,Pedro
178,301,2004-04-24,Casa,Alquiler,Tarragona,1458176,2005-02-12,Carmen
211,302,2004-04-24,Industrial,Alquiler,Girona,1171894,2005-03-22,Pedro
209,303,2004-04-25,Oficina,Venta,Girona,1728221,2004-08-30,Carmen
298,304,2004-04-26,Casa,Alquiler,Barcelona,2612566,2005-02-16,Pedro
249,305,2004-04-27,Oficina,Venta,Girona,1150380,2004-11-18,Joaquín
142,306,2004-04-27,Piso,Venta,Lleida,1055912,2004-09-28,Jesús
196,307,2004-04-27,Industrial,Venta,Lleida,1645616,2005-04-14,Carmen
228,308,2004-04-28,Suelo,Alquiler,Barcelona,1521216,2005-03-16,Carmen
237,309,2004-04-28,Piso,Alquiler,Lleida,1763517,2004-09-06,Luisa
189,312,2004-04-29,Industrial,Venta,Girona,1579284,2005-01-07,Luisa
230,314,2004-04-30,Suelo,Alquiler,Tarragona,1386900,2005-03-21,Joaquín
251,315,2004-05-01,Casa,Alquiler,Barcelona,2439971,2005-02-14,Joaquín
261,316,2004-05-02,Industrial,Alquiler,Barcelona,2571111,2005-02-07,Carmen
251,317,2004-05-02,Parking,Alquiler,Barcelona,1754992,2004-08-26,Jesús
277,320,2004-05-02,Industrial,Alquiler,Girona,2456159,2004-08-04,María
237,323,2004-05-03,Parking,Venta,Barcelona,1592166,2004-10-15,María
179,326,2004-05-04,Industrial,Alquiler,Barcelona,1227224,2004-10-08,Luisa
180,327,2004-05-04,Suelo,Venta,Tarragona,1022040,2005-03-28,Jesús
273,328,2004-05-04,Suelo,Venta,Barcelona,1369368,2005-04-17,Jesús
285,329,2004-05-04,Industrial,Venta,Lleida,1922325,2004-11-11,María
125,330,2004-05-05,Parking,Alquiler,Girona,1189250,2004-10-26,Pedro
242,334,2004-05-07,Industrial,Alquiler,Tarragona,2110966,2005-01-22,Pedro
227,336,2004-05-07,Local,Alquiler,Tarragona,1394461,2005-01-28,María
229,341,2004-05-10,Casa,Venta,Tarragona,1990697,2004-11-02,Pedro
259,342,2004-05-10,Local,Alquiler,Lleida,1992228,2004-12-21,Pedro
175,343,2004-05-10,Parking,Venta,Barcelona,1178100,2004-11-12,Luisa
146,344,2004-05-10,Casa,Venta,Barcelona,1083466,2004-09-19,Jesús
131,345,2004-05-11,Industrial,Alquiler,Tarragona,1263495,2005-01-01,Jesús
202,346,2004-05-11,Local,Venta,Tarragona,1320676,2004-12-23,Pedro
187,348,2004-05-11,Oficina,Alquiler,Girona,1560889,2005-03-26,Joaquín
234,349,2004-05-12,Parking,Venta,Tarragona,1398852,2004-11-01,María
241,352,2004-05-14,Casa,Venta,Tarragona,2060550,2004-10-10,Luisa
257,353,2004-05-14,Piso,Alquiler,Tarragona,1980185,2004-08-14,Carmen
209,355,2004-05-14,Oficina,Alquiler,Tarragona,1181686,2004-10-15,Carmen
196,357,2004-05-15,Suelo,Venta,Girona,1707944,2004-08-19,Pedro
131,358,2004-05-15,Piso,Venta,Barcelona,1180048,2004-11-04,Joaquín
130,359,2004-05-15,Parking,Venta,Lleida,1176630,2005-03-18,Jesús
291,361,2004-05-17,Local,Venta,Lleida,1505925,2005-03-10,Luisa
267,364,2004-05-18,Local,Venta,Lleida,1257036,2004-12-26,Luisa
149,369,2004-05-19,Casa,Alquiler,Barcelona,1238339,2004-12-27,Luisa
285,370,2004-05-19,Suelo,Alquiler,Tarragona,1377975,2004-09-14,Jesús
230,371,2004-05-20,Oficina,Venta,Barcelona,1109980,2004-12-08,Luisa
163,372,2004-05-20,Parking,Alquiler,Lleida,1317529,2005-05-03,Luisa
230,375,2004-05-22,Local,Venta,Tarragona,1398630,2005-04-10,María
247,376,2004-05-23,Industrial,Alquiler,Lleida,1210053,2004-09-04,Jesús
280,378,2004-05-24,Suelo,Alquiler,Girona,1680000,2004-09-17,María
269,380,2004-05-25,Local,Venta,Lleida,2586704,2005-03-27,Carmen
264,382,2004-05-26,Suelo,Alquiler,Lleida,2582184,2005-04-24,Luisa
298,383,2004-05-26,Industrial,Alquiler,Lleida,1331166,2004-12-28,Joaquín
200,384,2004-05-26,Parking,Venta,Barcelona,1823400,2004-10-20,Joaquín
197,385,2004-05-26,Parking,Venta,Barcelona,1746405,2005-03-20,Luisa
300,391,2004-05-30,Suelo,Venta,Girona,1483500,2005-03-29,Carmen
202,392,2004-05-30,Piso,Alquiler,Barcelona,1560450,2005-02-06,Jesús
225,393,2004-05-31,Piso,Venta,Girona,1164375,2005-03-04,Pedro
192,395,2004-05-31,Casa,Alquiler,Girona,1159296,2005-05-23,Carmen
296,396,2004-05-31,Parking,Alquiler,Lleida,1602544,2004-09-07,Jesús
208,400,2004-06-01,Parking,Venta,Tarragona,1225120,2005-01-22,Carmen
271,401,2004-06-02,Piso,Alquiler,Barcelona,2682900,2005-06-02,Pedro
278,402,2004-06-02,Industrial,Alquiler,Lleida,2188138,2005-01-21,María
224,405,2004-06-03,Local,Venta,Tarragona,1804992,2005-01-20,Jesús
207,406,2004-06-03,Oficina,Venta,Barcelona,1883700,2005-02-23,Carmen
162,407,2004-06-03,Industrial,Venta,Barcelona,1383480,2004-12-16,María
293,409,2004-06-04,Parking,Venta,Girona,1750089,2005-04-05,Luisa
148,412,2004-06-05,Local,Venta,Girona,1268952,2004-10-14,María
189,413,2004-06-05,Piso,Alquiler,Tarragona,1527498,2005-05-14,Luisa
201,416,2004-06-07,Oficina,Alquiler,Lleida,1287807,2004-09-11,Carmen
254,417,2004-06-07,Suelo,Venta,Barcelona,1381506,2005-04-14,Luisa
287,418,2004-06-07,Industrial,Alquiler,Girona,2452989,2005-01-26,Joaquín
114,420,2004-06-08,Piso,Alquiler,Lleida,1019160,2005-05-29,Carmen
135,421,2004-06-09,Suelo,Venta,Barcelona,1209735,2005-05-05,Pedro
260,423,2004-06-09,Local,Alquiler,Barcelona,1090180,2004-12-16,Luisa
261,424,2004-06-09,Parking,Venta,Barcelona,1945755,2004-11-06,Jesús
173,425,2004-06-09,Casa,Venta,Girona,1117753,2004-12-11,María
207,426,2004-06-09,Oficina,Alquiler,Lleida,1042659,2004-10-12,Jesús
271,429,2004-06-11,Parking,Alquiler,Tarragona,2190493,2004-11-02,Jesús
249,430,2004-06-11,Oficina,Venta,Tarragona,1388175,2004-10-29,Luisa
153,431,2004-06-11,Suelo,Alquiler,Tarragona,1116441,2004-12-19,Jesús
205,432,2004-06-12,Oficina,Alquiler,Lleida,1980300,2005-01-01,Joaquín
246,434,2004-06-13,Local,Alquiler,Tarragona,1898628,2004-12-15,Joaquín
233,435,2004-06-13,Industrial,Alquiler,Girona,1541528,2005-02-03,Jesús
158,438,2004-06-14,Oficina,Venta,Barcelona,1543344,2004-12-26,Luisa
298,439,2004-06-15,Oficina,Alquiler,Girona,2524358,2004-10-23,Luisa
115,440,2004-06-15,Parking,Venta,Barcelona,1077665,2004-09-19,Jesús
245,443,2004-06-17,Piso,Alquiler,Girona,1001070,2004-10-14,Jesús
102,444,2004-06-17,Parking,Venta,Barcelona,1005312,2005-06-09,Luisa
263,447,2004-06-17,Parking,Alquiler,Lleida,1779458,2005-01-24,Pedro
234,448,2004-06-17,Local,Alquiler,Girona,1159470,2004-10-02,Pedro
248,450,2004-06-18,Industrial,Alquiler,Lleida,1674744,2005-05-01,Luisa
215,452,2004-06-19,Suelo,Venta,Lleida,2097970,2004-11-13,Pedro
185,453,2004-06-19,Suelo,Venta,Girona,1616900,2005-04-08,Jesús
244,455,2004-06-20,Parking,Alquiler,Barcelona,2439512,2005-01-02,Carmen
195,456,2004-06-20,Piso,Venta,Lleida,1797120,2004-12-31,María
214,463,2004-06-23,Casa,Venta,Girona,1962380,2005-06-01,Pedro
268,465,2004-06-24,Industrial,Alquiler,Lleida,2628812,2005-03-15,Pedro
297,472,2004-06-25,Suelo,Venta,Tarragona,1820016,2005-01-08,María
199,474,2004-06-25,Suelo,Venta,Girona,1622646,2005-06-23,Jesús
232,479,2004-06-28,Oficina,Venta,Girona,1028224,2005-05-26,Luisa
257,481,2004-06-29,Oficina,Alquiler,Barcelona,1166780,2005-01-10,Jesús
243,482,2004-06-29,Industrial,Venta,Tarragona,1983123,2005-06-16,María
153,484,2004-06-30,Casa,Venta,Girona,1506438,2004-12-03,Luisa
122,485,2004-06-30,Piso,Alquiler,Tarragona,1093608,2005-02-27,Luisa
283,486,2004-06-30,Piso,Venta,Girona,2199476,2005-06-04,Luisa
261,487,2004-06-30,Casa,Venta,Lleida,2475063,2005-01-21,Carmen
185,488,2004-07-01,Piso,Alquiler,Lleida,1306840,2005-05-17,Carmen
234,490,2004-07-02,Parking,Alquiler,Barcelona,1911312,2005-04-08,Luisa
282,492,2004-07-03,Local,Venta,Lleida,1298328,2005-03-10,Jesús
299,493,2004-07-03,Parking,Alquiler,Lleida,1948583,2004-12-21,María
274,494,2004-07-03,Piso,Venta,Barcelona,1729762,2005-07-03,Luisa
268,495,2004-07-03,Oficina,Venta,Barcelona,2578696,2005-06-28,Luisa
155,496,2004-07-03,Piso,Alquiler,Lleida,1166065,2004-12-07,Jesús
209,497,2004-07-03,Oficina,Venta,Girona,1316073,2005-04-02,Pedro
110,498,2004-07-03,Suelo,Alquiler,Tarragona,1004740,2005-07-03,Luisa
240,500,2004-07-04,Industrial,Alquiler,Lleida,2238000,2005-05-06,Pedro
224,502,2004-07-05,Piso,Alquiler,Lleida,2087904,2005-01-29,Jesús
186,504,2004-07-05,Oficina,Venta,Lleida,1216254,2005-04-09,María
235,506,2004-07-05,Industrial,Alquiler,Tarragona,1207195,2004-10-14,Luisa
159,507,2004-07-05,Industrial,Alquiler,Tarragona,1032546,2004-11-07,Carmen
271,508,2004-07-05,Local,Venta,Barcelona,2297538,2004-11-22,Jesús
227,510,2004-07-06,Industrial,Alquiler,Barcelona,1175860,2005-07-05,Joaquín
239,512,2004-07-06,Parking,Alquiler,Tarragona,1782940,2004-11-13,Joaquín
191,513,2004-07-06,Casa,Alquiler,Barcelona,1841622,2005-01-21,Jesús
174,517,2004-07-08,Industrial,Venta,Girona,1313526,2005-01-16,Pedro
223,522,2004-07-09,Casa,Venta,Lleida,1293400,2005-03-03,Carmen
270,523,2004-07-09,Suelo,Alquiler,Girona,1429380,2005-03-25,Carmen
159,524,2004-07-10,Piso,Alquiler,Barcelona,1536576,2005-06-24,Pedro
280,525,2004-07-10,Parking,Venta,Lleida,1249360,2005-01-09,Pedro
162,526,2004-07-11,Parking,Venta,Girona,1594404,2005-03-07,María
231,528,2004-07-12,Casa,Alquiler,Lleida,2273040,2005-02-04,Joaquín
206,529,2004-07-12,Industrial,Alquiler,Lleida,1414602,2005-06-14,Carmen
280,535,2004-07-14,Industrial,Alquiler,Lleida,1730680,2005-05-07,Carmen
197,536,2004-07-14,Casa,Venta,Girona,1292123,2005-06-30,Joaquín
117,537,2004-07-14,Local,Alquiler,Girona,1031121,2005-04-30,Luisa
279,538,2004-07-15,Industrial,Alquiler,Girona,2161134,2005-03-09,María
182,542,2004-07-16,Oficina,Venta,Barcelona,1514968,2004-10-24,María
286,548,2004-07-20,Parking,Venta,Barcelona,2330042,2004-10-21,Carmen
237,549,2004-07-20,Local,Venta,Girona,1403988,2005-06-27,Carmen
275,550,2004-07-21,Casa,Alquiler,Lleida,1711325,2005-04-27,Luisa
237,551,2004-07-21,Piso,Alquiler,Girona,2215002,2004-10-31,Pedro
209,553,2004-07-21,Oficina,Venta,Barcelona,1568754,2004-12-15,Pedro
138,555,2004-07-22,Piso,Venta,Girona,1289748,2004-12-25,Luisa
198,557,2004-07-23,Piso,Alquiler,Girona,1916442,2005-04-14,Joaquín
246,558,2004-07-24,Piso,Alquiler,Girona,1875012,2005-03-08,Luisa
188,559,2004-07-24,Local,Alquiler,Tarragona,1590104,2004-10-26,Pedro
285,560,2004-07-25,Industrial,Alquiler,Tarragona,1412175,2004-12-01,Pedro
237,563,2004-07-25,Piso,Venta,Barcelona,1272216,2005-04-27,Jesús
266,566,2004-07-26,Local,Alquiler,Girona,1881950,2005-01-15,María
235,572,2004-07-28,Local,Alquiler,Tarragona,1897155,2005-07-01,Carmen
243,573,2004-07-28,Parking,Venta,Tarragona,1038825,2004-12-14,Jesús
280,575,2004-07-28,Parking,Alquiler,Barcelona,1877400,2005-04-21,Joaquín
221,578,2004-07-29,Oficina,Venta,Girona,1571973,2004-12-25,Joaquín
226,580,2004-07-30,Parking,Venta,Tarragona,1634884,2005-07-20,María
230,581,2004-07-30,Casa,Venta,Tarragona,1742020,2004-11-16,Jesús
290,582,2004-07-31,Industrial,Venta,Lleida,2584480,2004-11-22,Jesús
297,583,2004-07-31,Local,Venta,Tarragona,1767744,2005-03-23,Pedro
257,584,2004-08-01,Casa,Alquiler,Girona,1077601,2005-02-07,Luisa
161,585,2004-08-01,Parking,Alquiler,Girona,1050203,2005-02-04,Joaquín
184,587,2004-08-02,Piso,Alquiler,Barcelona,1286344,2005-07-02,Joaquín
138,589,2004-08-02,Oficina,Venta,Tarragona,1372686,2005-06-17,Carmen
213,593,2004-08-04,Suelo,Venta,Tarragona,1234974,2005-06-23,Carmen
171,594,2004-08-04,Industrial,Alquiler,Tarragona,1148436,2005-06-29,Pedro
262,595,2004-08-04,Industrial,Venta,Barcelona,1343798,2005-04-15,Jesús
289,600,2004-08-08,Oficina,Alquiler,Barcelona,1275646,2005-01-29,Pedro
227,602,2004-08-09,Industrial,Venta,Girona,1218763,2005-07-27,Joaquín
174,603,2004-08-09,Casa,Alquiler,Barcelona,1408182,2005-05-23,Jesús
212,605,2004-08-10,Piso,Alquiler,Lleida,1817264,2005-06-25,María
210,608,2004-08-11,Suelo,Venta,Lleida,1117620,2005-05-12,Carmen
